3948551#0:0.000000,1:0.000000,2:0.062366,3:0.027456,4:0.016513,5:0.016880,6:0.014848,7:0.000000,8:0.107410,9:0.000000,10:0.000000,11:0.006804,12:0.000000,13:0.000000,14:0.017478,15:0.019354,16:0.177371,17:0.025720,18:0.012707,19:0.004853,20:0.307370,21:0.016603,22:0.000000,23:0.000000,24:0.005615,25:0.000000,26:0.024018,27:0.014605,28:0.015337,29:0.071857
10060851#0:0.040685,1:0.007883,2:0.000000,3:0.014647,4:0.013081,5:0.000000,6:0.020038,7:0.143388,8:0.000153,9:0.000218,10:0.025124,11:0.000111,12:0.000576,13:0.023549,14:0.000000,15:0.000000,16:0.492486,17:0.000218,18:-0.003542,19:0.016301,20:0.034277,21:0.000000,22:0.001879,23:0.020517,24:0.005145,25:0.000218,26:0.008133,27:0.004182,28:0.006672,29:0.065263
51342901#0:0.034720,1:0.000000,2:0.000000,3:0.024829,4:0.000000,5:0.034801,6:0.064882,7:0.000000,8:0.000000,9:0.000067,10:0.022149,11:0.033347,12:0.000147,13:0.000000,14:0.000000,15:0.000000,16:0.565592,17:0.000000,18:0.000000,19:0.043143,20:0.003120,21:0.000000,22:0.000147,23:0.046385,24:0.003746,25:0.052182,26:0.000147,27:0.000000,28:0.000000,29:0.037648
9757751#0:0.008441,1:0.009040,2:0.000104,3:0.000000,4:0.008416,5:0.000000,6:0.038113,7:0.000082,8:0.000063,9:0.000000,10:0.020742,11:0.008518,12:0.000000,13:0.000000,14:0.060997,15:0.000000,16:0.080688,17:0.442753,18:0.000000,19:0.001258,20:0.207652,21:0.000361,22:0.000719,23:0.082241,24:0.000087,25:0.000000,26:0.000000,27:0.007283,28:0.000000,29:0.199694
42591801#0:0.000000,1:0.000133,2:0.000000,3:0.000000,4:0.000000,5:0.000133,6:0.000000,7:0.000133,8:0.126932,9:0.000133,10:0.000133,11:0.000000,12:0.000000,13:0.000133,14:0.000000,15:0.000000,16:0.000133,17:0.000000,18:0.000000,19:0.000133,20:0.000000,21:0.544133,22:0.000133,23:0.000133,24:0.000133,25:0.000000,26:0.000133,27:0.000133,28:0.000000,29:0.000133
32853051#0:0.000181,1:0.000181,2:0.000000,3:0.000000,4:0.027232,5:0.000181,6:0.000181,7:0.000000,8:0.055002,9:0.616828,10:0.000400,11:0.000181,12:0.000181,13:0.000000,14:0.000181,15:0.000181,16:0.000000,17:0.000181,18:0.009325,19:0.057373,20:0.045768,21:0.000181,22:0.000181,23:0.000000,24:0.118437,25:0.000000,26:0.000181,27:0.000181,28:0.000181,29:0.032747
19123701#0:0.000111,1:0.000000,2:0.000000,3:0.000111,4:0.000087,5:0.000000,6:0.033354,7:0.082791,8:0.000000,9:0.141237,10:0.165409,11:0.000000,12:0.000000,13:0.000000,14:0.000111,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000111,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000111,26:0.000000,27:0.000000,28:0.000000,29:0.008411
18538051#0:0.000107,1:0.000000,2:0.000107,3:0.024110,4:0.024862,5:0.001756,6:0.000000,7:0.000000,8:0.000317,9:0.011587,10:0.007881,11:0.001096,12:0.000107,13:0.000107,14:0.025541,15:0.000000,16:0.000528,17:0.000107,18:0.002300,19:0.002188,20:0.000000,21:0.017152,22:0.792257,23:0.000107,24:0.000766,25:0.000107,26:0.000107,27:0.026471,28:0.000024,29:0.018175
53714501#0:0.000000,1:0.012007,2:0.002345,3:0.032264,4:0.003054,5:0.011168,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.027015,12:0.000000,13:0.000000,14:0.057217,15:0.000000,16:0.012793,17:0.000000,18:0.000000,19:0.015355,20:0.000000,21:0.000000,22:0.001922,23:0.000124,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000215
31393351#0:0.000328,1:0.169465,2:0.000000,3:0.000328,4:0.000000,5:0.000328,6:0.000328,7:0.000000,8:0.000000,9:0.000000,10:0.000000,11:0.000328,12:0.000328,13:0.000000,14:0.000000,15:0.000328,16:0.000328,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000328,22:0.000328,23:0.000328,24:0.000328,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.131298
18538251#0:0.015260,1:0.000000,2:0.007865,3:0.001755,4:0.000000,5:0.000000,6:0.007220,7:0.016940,8:0.010082,9:0.000000,10:0.000000,11:0.007576,12:0.312635,13:0.011528,14:0.026534,15:0.020128,16:-0.000191,17:-0.001815,18:0.000000,19:0.000000,20:0.014666,21:0.039583,22:0.000144,23:0.014526,24:0.000144,25:0.091117,26:0.000000,27:0.038440,28:0.000000,29:0.037410
21078601#0:0.000143,1:0.015303,2:0.000000,3:0.026615,4:0.000143,5:0.000000,6:0.000000,7:0.014455,8:0.084914,9:0.000143,10:0.000000,11:0.054505,12:0.000143,13:0.000068,14:0.122171,15:0.003345,16:0.093859,17:0.000284,18:0.000143,19:0.074115,20:0.095746,21:0.005053,22:0.000143,23:0.000352,24:0.001253,25:0.000000,26:0.026826,27:0.000143,28:0.000143,29:0.123027
2467951#0:0.019252,1:0.161283,2:0.000000,3:0.000113,4:0.007616,5:0.001658,6:0.125640,7:0.007314,8:0.020517,9:0.002452,10:0.000000,11:0.000000,12:0.000000,13:0.008029,14:0.006491,15:0.000062,16:0.000122,17:0.094622,18:0.000000,19:0.003143,20:0.032984,21:0.000000,22:0.005532,23:0.003272,24:0.001383,25:0.010942,26:0.000161,27:0.605556,28:0.006682,29:0.009464
10041101#0:0.033494,1:0.000146,2:0.000725,3:0.006912,4:0.002947,5:0.011851,6:0.008698,7:0.030419,8:0.000000,9:0.000039,10:0.011624,11:0.012574,12:0.001924,13:0.000146,14:0.065587,15:0.000062,16:0.097530,17:0.064081,18:0.000022,19:0.036370,20:0.000000,21:0.000146,22:0.000000,23:0.076820,24:0.010986,25:0.000000,26:0.092215,27:0.020018,28:0.000000,29:0.248553
38379601#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.015355,5:0.000165,6:0.016385,7:0.000096,8:0.253224,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000165,14:0.094641,15:0.000000,16:0.289505,17:0.000000,18:0.000117,19:0.000000,20:0.129058,21:0.000165,22:0.000180,23:0.000000,24:0.000165,25:-0.156221,26:0.020390,27:0.000165,28:0.000000,29:0.128624
21261401#0:0.000000,1:0.000000,2:0.000818,3:0.000078,4:0.285131,5:0.019679,6:0.027807,7:0.000080,8:0.056031,9:0.000000,10:0.008584,11:0.000000,12:0.000049,13:0.022334,14:0.004346,15:0.000000,16:0.375207,17:0.039620,18:0.000000,19:0.007655,20:0.025692,21:0.000062,22:0.000000,23:0.000114,24:0.015065,25:0.000096,26:0.000000,27:0.004116,28:0.067239,29:0.050478
33487451#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.031530,5:0.000155,6:0.015159,7:0.000000,8:0.329350,9:0.002193,10:0.020598,11:0.012948,12:0.021843,13:0.000180,14:0.000180,15:0.000000,16:0.021200,17:0.000531,18:0.014992,19:0.116373,20:0.011375,21:0.027417,22:0.000180,23:0.000259,24:0.000000,25:0.000000,26:0.000180,27:0.000000,28:0.049189,29:0.054328
22591101#0:0.000000,1:0.073904,2:0.000122,3:0.012326,4:0.006352,5:0.001811,6:0.000000,7:0.031841,8:0.000000,9:0.010231,10:0.038133,11:0.000000,12:0.000122,13:0.000000,14:0.000122,15:0.020447,16:0.000062,17:0.000000,18:0.000000,19:0.014317,20:0.045924,21:0.000122,22:0.002549,23:0.012510,24:0.000122,25:0.000000,26:0.000000,27:0.003988,28:0.000000,29:0.597408
49559651#0:0.020844,1:0.000325,2:0.027553,3:0.010744,4:0.000000,5:0.000000,6:0.000000,7:0.000279,8:0.511447,9:0.000000,10:0.000000,11:0.063959,12:0.000000,13:0.000120,14:0.044281,15:0.000151,16:0.009902,17:0.108133,18:0.011659,19:0.031625,20:0.009808,21:0.056540,22:0.000151,23:0.005486,24:0.001200,25:0.042976,26:0.032196,27:0.023439,28:0.000000,29:0.045042
7539301#0:0.024887,1:0.014483,2:0.000000,3:0.000156,4:0.029475,5:0.000055,6:0.000137,7:0.000717,8:0.029289,9:0.000071,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.388684,15:0.000048,16:0.047980,17:0.000000,18:0.000000,19:0.000000,20:0.017543,21:0.000147,22:0.000000,23:-0.000011,24:0.000658,25:0.000147,26:0.003718,27:0.045556,28:0.000000,29:0.072834
46055001#0:0.000000,1:-0.030224,2:0.000000,3:0.009748,4:0.000000,5:0.022323,6:0.025641,7:0.016460,8:0.000000,9:0.000000,10:0.002308,11:0.000000,12:0.000118,13:0.122416,14:0.000000,15:0.000000,16:0.000146,17:0.000138,18:0.000000,19:0.000000,20:0.172834,21:0.005482,22:0.338162,23:0.000145,24:0.000146,25:0.033053,26:0.008094,27:0.000000,28:0.000976,29:0.054253
10890351#0:0.000171,1:0.000000,2:0.065442,3:0.000661,4:0.016985,5:0.000000,6:0.052693,7:0.000000,8:0.000125,9:0.000171,10:0.000000,11:0.000000,12:0.039939,13:0.004110,14:0.000000,15:0.021936,16:0.000171,17:0.006177,18:0.000000,19:0.000976,20:0.000000,21:0.017316,22:0.000171,23:-0.000362,24:0.073299,25:0.000153,26:0.000000,27:0.397090,28:0.000171,29:0.018603
31267951#0:0.000000,1:0.049602,2:0.000000,3:0.033322,4:0.000000,5:0.012083,6:0.000170,7:0.000107,8:0.027501,9:0.000142,10:0.000000,11:0.001929,12:0.000000,13:0.000343,14:0.000423,15:0.000000,16:0.004054,17:0.000000,18:0.000000,19:0.000000,20:0.003644,21:0.000000,22:0.160019,23:0.000000,24:0.000000,25:0.000170,26:0.001995,27:0.127521,28:0.002314,29:0.039718
52532851#0:0.000107,1:0.000000,2:0.004792,3:0.000000,4:0.000000,5:0.000107,6:0.012198,7:0.000107,8:0.093703,9:0.000107,10:0.000000,11:0.025221,12:0.000057,13:0.000000,14:0.000107,15:0.000733,16:0.000000,17:0.000107,18:0.000107,19:0.266973,20:0.064880,21:0.000000,22:0.000000,23:0.040053,24:0.005384,25:0.015797,26:0.004393,27:0.000230,28:0.008562,29:0.131974
4458101#0:0.004268,1:0.000000,2:0.122020,3:0.000060,4:0.000000,5:0.000138,6:0.000000,7:0.000197,8:0.000000,9:0.000000,10:0.000445,11:0.010157,12:0.066769,13:0.002009,14:0.000384,15:0.000115,16:0.000260,17:0.071021,18:0.000000,19:0.000115,20:0.000000,21:0.769322,22:0.000000,23:0.010747,24:0.000000,25:0.007460,26:0.000115,27:0.000000,28:0.000000,29:0.005074
36834751#0:0.000000,1:0.000000,2:0.041037,3:0.025642,4:0.005205,5:0.021488,6:0.116118,7:0.031601,8:0.014747,9:0.000218,10:0.049379,11:0.055401,12:0.001866,13:0.000000,14:-0.001106,15:0.000000,16:0.170227,17:0.000218,18:0.000327,19:0.026295,20:0.009639,21:0.000651,22:0.010913,23:0.092504,24:0.001271,25:0.061848,26:0.025406,27:0.000000,28:0.000000,29:0.079103
41829501#0:0.005587,1:0.000315,2:0.026099,3:0.016274,4:0.013204,5:-0.000341,6:0.086680,7:0.000372,8:0.034013,9:0.000000,10:0.004634,11:0.001821,12:0.000322,13:0.000000,14:0.000132,15:0.006753,16:0.400936,17:0.056312,18:0.011845,19:0.000000,20:0.017242,21:0.000172,22:0.000379,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000065
24526101#0:0.069270,1:0.000114,2:0.038710,3:0.364429,4:0.000114,5:0.000114,6:0.000114,7:0.000114,8:0.155719,9:0.118824,10:0.000114,11:0.000114,12:0.000114,13:0.000114,14:0.000114,15:0.004941,16:0.069530,17:0.000114,18:0.000114,19:0.091643,20:0.063020,21:0.024812,22:0.000114,23:0.000114,24:0.245336,25:0.000114,26:0.000114,27:0.000114,28:0.000114,29:0.247966
52035201#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000168,6:0.000094,7:0.019000,8:0.039648,9:0.113373,10:0.008534,11:0.000000,12:0.000183,13:0.012030,14:0.012942,15:0.000000,16:0.232774,17:0.000183,18:0.000000,19:0.000183,20:0.025927,21:0.000183,22:0.000000,23:0.037098,24:0.000000,25:0.000000,26:0.001019,27:0.000000,28:0.000000,29:0.000115
51858051#0:0.000000,1:0.001208,2:0.605930,3:0.013376,4:0.003497,5:0.011854,6:0.000926,7:0.000000,8:0.099032,9:0.000175,10:0.000179,11:0.000330,12:0.002518,13:0.009202,14:0.212938,15:0.029313,16:0.000172,17:0.001517,18:0.000174,19:0.039338,20:0.106537,21:0.015031,22:0.000552,23:0.000334,24:0.000175,25:0.008812,26:0.000000,27:0.000175,28:0.000000,29:0.028457
49184901#0:0.000143,1:0.003288,2:0.000143,3:0.001400,4:0.000000,5:0.000920,6:0.000000,7:0.001201,8:0.007439,9:0.827685,10:0.004534,11:0.000143,12:0.000143,13:0.000143,14:0.000000,15:0.000143,16:0.000000,17:0.000143,18:0.000143,19:0.000143,20:0.031443,21:0.000143,22:0.000143,23:0.000000,24:0.000143,25:0.000000,26:0.012621,27:0.000143,28:0.000000,29:0.009796
55241351#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.011864,5:0.000000,6:0.000139,7:0.007431,8:0.100857,9:0.305840,10:0.000000,11:0.000139,12:0.000000,13:0.000000,14:0.048100,15:0.000000,16:-0.003506,17:0.089205,18:0.000000,19:0.000000,20:0.058139,21:0.000139,22:0.000139,23:0.000000,24:0.000139,25:0.001239,26:0.000214,27:0.000000,28:0.176069,29:0.014826
12383751#0:0.000169,1:0.000000,2:0.190242,3:0.000182,4:0.051603,5:0.000000,6:0.000000,7:0.000000,8:0.058866,9:0.363769,10:0.000000,11:0.000000,12:0.000169,13:0.000000,14:0.014298,15:0.000000,16:0.000313,17:0.000169,18:0.000000,19:0.000169,20:0.034118,21:0.000169,22:0.000148,23:0.000000,24:0.000317,25:0.000169,26:0.000000,27:0.012278,28:0.000000,29:0.000000
36555401#0:0.000000,1:0.004152,2:0.000000,3:0.012310,4:0.016367,5:0.044620,6:0.075374,7:0.000000,8:0.000000,9:0.000000,10:0.062413,11:0.000789,12:0.000000,13:0.038728,14:0.000000,15:0.005440,16:0.038524,17:0.000000,18:0.000000,19:0.061218,20:0.019301,21:0.005420,22:0.000000,23:0.000000,24:0.179671,25:0.000000,26:0.000301,27:0.016600,28:0.000000,29:0.086451
9409951#0:0.119969,1:0.000000,2:0.000000,3:0.000000,4:0.018174,5:0.000000,6:0.000000,7:0.000239,8:0.000000,9:0.000239,10:0.086622,11:0.000239,12:0.000239,13:0.000239,14:0.000239,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000239,22:0.000000,23:0.000154,24:0.000239,25:0.000000,26:0.000000,27:0.000239,28:0.228698,29:-0.025173
56295051#0:0.055126,1:0.000000,2:0.000337,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000140,8:0.060813,9:0.000000,10:0.125695,11:0.000000,12:0.000140,13:0.000140,14:0.000000,15:0.000128,16:0.125815,17:0.000803,18:0.000000,19:0.160033,20:0.069702,21:0.000000,22:0.000140,23:0.000000,24:0.000140,25:0.000140,26:0.000000,27:0.000000,28:0.000000,29:0.073669
25474701#0:0.000158,1:0.000158,2:0.000158,3:0.000158,4:0.000158,5:0.000158,6:0.000158,7:0.000158,8:0.000000,9:0.000158,10:0.000000,11:0.000158,12:0.000158,13:0.000158,14:0.000158,15:0.000158,16:0.000158,17:0.169743,18:0.000158,19:0.000158,20:0.000158,21:0.000158,22:0.000158,23:0.000158,24:0.634120,25:0.000158,26:0.097406,27:0.000158,28:0.026063,29:0.067094
21818001#0:0.000107,1:0.024149,2:0.000000,3:0.000000,4:0.001796,5:0.000107,6:0.000000,7:0.000107,8:0.184329,9:0.526846,10:0.000107,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000107,16:0.000000,17:0.000000,18:0.000107,19:0.037393,20:0.000000,21:0.000000,22:0.000000,23:0.000107,24:0.000000,25:0.000000,26:0.000000,27:0.000107,28:0.000000,29:0.018262
55074451#0:0.014488,1:0.000000,2:0.000151,3:0.000000,4:0.028553,5:0.034502,6:0.031494,7:0.002150,8:0.168217,9:0.000000,10:0.000000,11:0.033185,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.046891,17:0.000151,18:0.000000,19:0.068131,20:0.064083,21:0.063491,22:0.047641,23:0.029597,24:0.000000,25:0.000000,26:0.037674,27:0.000000,28:0.000000,29:0.081382
5158551#0:0.000000,1:0.002139,2:0.029961,3:0.003553,4:0.005742,5:0.019178,6:0.010341,7:0.000000,8:0.000000,9:0.004570,10:0.093213,11:0.000000,12:0.000847,13:0.027500,14:0.000000,15:0.000000,16:0.066049,17:0.008971,18:0.005361,19:0.008603,20:0.082501,21:0.000000,22:0.000133,23:0.388462,24:0.006870,25:0.000000,26:0.000417,27:0.000000,28:0.017105,29:0.161795
40106651#0:0.000260,1:0.000260,2:0.000000,3:0.000260,4:0.000000,5:0.000000,6:0.000260,7:0.113907,8:0.000000,9:0.000260,10:0.030678,11:0.000260,12:0.000260,13:0.000260,14:0.000260,15:0.000000,16:0.000260,17:0.000260,18:0.000260,19:0.000260,20:0.000260,21:0.000260,22:0.215409,23:0.042159,24:0.000260,25:0.000260,26:0.000260,27:0.426300,28:0.000260,29:0.000000
55839901#0:0.006730,1:0.000000,2:0.004048,3:0.000083,4:0.000000,5:0.000000,6:0.154294,7:0.000000,8:0.000000,9:0.000000,10:0.009045,11:0.000223,12:0.010233,13:0.000000,14:0.000000,15:0.000000,16:0.191525,17:0.000000,18:0.000450,19:0.000000,20:0.151831,21:0.000083,22:0.000083,23:0.000000,24:0.000083,25:0.000000,26:0.001348,27:0.000054,28:0.000000,29:0.283985
53141151#0:0.001548,1:0.109426,2:0.000000,3:0.015432,4:0.009850,5:0.106338,6:0.000111,7:0.009289,8:0.000449,9:0.000383,10:0.000103,11:0.000008,12:0.000000,13:0.000308,14:0.000000,15:0.055535,16:0.021247,17:0.000103,18:0.007556,19:0.000000,20:0.013658,21:0.099174,22:0.000103,23:0.000014,24:0.000103,25:0.000183,26:0.000103,27:0.000103,28:0.455212,29:0.000156
14502051#0:0.000181,1:0.000000,2:0.000000,3:0.000181,4:0.000181,5:0.038442,6:0.000181,7:0.000181,8:0.063241,9:0.000000,10:0.000000,11:0.000181,12:0.050679,13:0.523911,14:0.000181,15:0.000000,16:0.000181,17:0.000000,18:0.000000,19:0.000181,20:0.062452,21:0.028931,22:0.000181,23:0.000181,24:0.097460,25:0.000000,26:0.000000,27:0.000181,28:0.000181,29:0.000000
46235301#0:0.000000,1:0.000156,2:0.000156,3:0.000000,4:0.000000,5:0.000000,6:0.000156,7:0.000000,8:0.408968,9:0.000156,10:0.000000,11:0.000000,12:0.000156,13:0.022812,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.010448,20:0.000156,21:0.000000,22:0.000156,23:0.000156,24:0.000000,25:0.000000,26:0.000156,27:0.000000,28:0.316234,29:0.039480
4767401#0:0.000000,1:0.000230,2:0.000000,3:0.000000,4:0.000000,5:0.000230,6:0.000230,7:0.000230,8:0.000230,9:0.722688,10:0.000000,11:0.000230,12:0.000000,13:0.000230,14:0.000000,15:0.000230,16:0.176875,17:0.000230,18:0.000230,19:0.000000,20:0.000230,21:0.000230,22:0.000230,23:0.000000,24:0.000230,25:0.000230,26:0.000000,27:0.000230,28:0.000000,29:0.000175
37296301#0:0.000000,1:0.099017,2:0.248136,3:0.008897,4:0.000000,5:0.017686,6:0.021971,7:0.016022,8:0.084877,9:0.000141,10:0.000000,11:0.133980,12:0.000000,13:0.000000,14:0.061254,15:0.000000,16:0.244240,17:0.013733,18:0.000000,19:0.020787,20:0.051403,21:0.000000,22:0.000000,23:0.000000,24:0.018060,25:0.000000,26:0.016181,27:0.000000,28:0.000000,29:0.058200
14798001#0:0.015284,1:0.020215,2:0.000000,3:0.000000,4:0.008481,5:0.000000,6:0.075972,7:0.000000,8:0.273904,9:0.000000,10:0.001045,11:0.046866,12:0.000000,13:0.014328,14:0.061242,15:0.065196,16:0.132951,17:0.000000,18:0.000000,19:0.000000,20:0.038049,21:0.000000,22:0.000000,23:0.038687,24:0.002060,25:0.021221,26:0.024631,27:0.053659,28:0.049856,29:0.121711
35688051#0:0.000000,1:0.000000,2:0.000720,3:0.045470,4:0.000863,5:0.027144,6:0.017249,7:0.011843,8:0.033438,9:0.000000,10:0.000000,11:0.021766,12:0.000157,13:0.000000,14:0.002501,15:0.000000,16:0.004350,17:0.000000,18:0.009245,19:0.003082,20:0.000000,21:0.010086,22:0.000000,23:0.000000,24:0.605657,25:0.000197,26:0.015550,27:0.017581,28:0.000000,29:0.067579
17075401#0:0.000000,1:0.070238,2:0.058253,3:0.070284,4:0.000000,5:0.000000,6:0.008718,7:0.000126,8:0.032624,9:0.084656,10:0.009147,11:0.000000,12:0.009947,13:0.027747,14:0.085234,15:0.000000,16:0.158486,17:0.000000,18:0.000126,19:0.013289,20:0.017757,21:0.000126,22:0.000126,23:0.038685,24:0.000000,25:0.000000,26:0.026141,27:0.136747,28:0.000000,29:0.096875
11367101#0:0.009334,1:0.074814,2:0.062117,3:0.018871,4:0.028453,5:0.003657,6:0.200031,7:0.000000,8:0.002118,9:0.000000,10:0.041264,11:0.043975,12:0.042649,13:0.011984,14:0.022994,15:0.019361,16:0.008569,17:0.000000,18:0.034879,19:0.168759,20:0.035344,21:0.000000,22:0.000155,23:0.025883,24:0.016938,25:0.000000,26:0.000000,27:0.031282,28:0.000155,29:0.049446
