9080832#0:0.040499,1:0.000000,2:0.000122,3:0.000122,4:0.049093,5:0.000122,6:0.187524,7:0.000000,8:0.294641,9:0.000122,10:0.122150,11:0.000029,12:0.000000,13:0.000000,14:0.000122,15:0.000000,16:0.000000,17:0.019865,18:0.000000,19:0.000122,20:0.068561,21:0.000285,22:0.000122,23:0.000000,24:0.000122,25:0.000000,26:0.013754,27:0.036319,28:0.000122,29:0.000122
11284008#0:0.035677,1:0.000000,2:0.000369,3:0.000183,4:0.000173,5:0.000183,6:0.000183,7:0.000000,8:0.814950,9:0.000183,10:0.000000,11:0.000000,12:0.000183,13:0.000183,14:0.000369,15:0.000000,16:0.000000,17:0.000183,18:0.000193,19:0.000826,20:0.000000,21:0.000183,22:0.000183,23:0.000000,24:0.000000,25:0.000000,26:0.000183,27:0.000181,28:0.000183,29:0.000000
5911605#0:0.000000,1:0.000000,2:0.000000,3:0.145916,4:0.073679,5:0.000000,6:0.000000,7:0.208741,8:0.000000,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000150,16:0.000150,17:0.006812,18:0.076639,19:0.000000,20:0.071197,21:0.000000,22:0.064472,23:0.000150,24:0.000150,25:0.000000,26:0.000150,27:0.000000,28:0.000000,29:0.000150
45878331#0:0.048128,1:0.000129,2:0.000000,3:0.000000,4:0.341487,5:0.000000,6:0.000113,7:0.000000,8:0.000129,9:0.000000,10:0.017699,11:0.042825,12:0.000000,13:0.000000,14:0.210998,15:0.000000,16:0.000129,17:0.000000,18:0.000000,19:0.000000,20:0.000532,21:0.000000,22:0.000000,23:0.000000,24:0.035204,25:0.000000,26:0.000000,27:0.000129,28:0.282426,29:0.029935
12012810#0:0.034695,1:0.000112,2:0.000000,3:0.000112,4:0.013236,5:0.000112,6:0.000112,7:0.000000,8:0.000000,9:0.000000,10:0.000112,11:0.000000,12:0.000000,13:0.000112,14:0.000112,15:0.000000,16:0.000112,17:0.000112,18:0.000000,19:0.000112,20:0.000000,21:0.000000,22:0.000112,23:0.000000,24:0.000112,25:0.000000,26:0.000112,27:0.000000,28:0.844669,29:0.119227
31936575#0:0.000000,1:0.000000,2:0.000161,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.792108,9:0.000000,10:0.000161,11:0.000161,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000161,17:0.000000,18:0.000161,19:0.000161,20:0.000161,21:0.000161,22:0.000161,23:0.028282,24:0.000000,25:0.000161,26:0.000000,27:0.000000,28:0.000161,29:0.000161
7825476#0:0.008665,1:0.000161,2:0.000161,3:0.000000,4:0.000745,5:0.000161,6:0.005435,7:0.002567,8:0.889260,9:0.000161,10:0.000000,11:0.001361,12:0.000000,13:0.000733,14:0.000000,15:0.000000,16:0.000161,17:0.002273,18:0.000000,19:0.000000,20:0.035266,21:0.000161,22:0.000161,23:0.000161,24:0.000680,25:0.000161,26:0.000000,27:0.071757,28:0.000000,29:0.000000
53852742#0:0.018106,1:0.000186,2:0.000186,3:0.000765,4:0.000000,5:0.003106,6:0.108213,7:0.000186,8:0.004233,9:0.064348,10:0.434711,11:0.000186,12:0.000186,13:0.000186,14:0.000186,15:0.000186,16:0.198817,17:0.000186,18:0.000186,19:0.000186,20:0.000186,21:0.000186,22:0.000000,23:0.000000,24:0.003655,25:0.000186,26:0.018106,27:0.044291,28:0.000186,29:0.044400
21576263#0:0.032664,1:0.000000,2:0.000000,3:0.000000,4:0.016104,5:0.574462,6:0.000114,7:0.000000,8:0.000261,9:0.000114,10:0.338520,11:0.000114,12:0.000114,13:0.000000,14:0.000114,15:0.000000,16:0.000114,17:0.000000,18:0.000114,19:0.000000,20:0.000114,21:0.000000,22:0.000114,23:0.000114,24:0.000000,25:0.000114,26:0.000000,27:0.000000,28:0.000114,29:0.000000
31879245#0:0.048009,1:0.000000,2:0.000000,3:0.000000,4:0.143980,5:0.000000,6:0.059939,7:0.177716,8:0.000000,9:0.000207,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.039081,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000207,21:0.000000,22:0.148839,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.077532
47013969#0:0.000000,1:0.073333,2:0.000000,3:0.053853,4:0.000000,5:0.000176,6:0.000000,7:-0.072444,8:0.229431,9:0.189730,10:0.701041,11:0.041983,12:0.000000,13:0.000000,14:0.000000,15:0.013744,16:0.000176,17:0.068553,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.021946,24:0.000000,25:0.000176,26:0.000000,27:0.000176,28:0.174230,29:0.000000
25951314#0:0.037429,1:0.000000,2:0.000000,3:0.016979,4:0.009039,5:0.000141,6:0.000000,7:0.000000,8:0.015298,9:0.000000,10:0.136571,11:0.000000,12:0.025269,13:0.003049,14:0.000112,15:0.000000,16:0.019588,17:0.106905,18:0.000000,19:0.000000,20:0.000141,21:0.000000,22:0.000126,23:0.021586,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.980650,29:0.000000
9559395#0:0.018732,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.848272,7:0.039191,8:0.046620,9:0.000121,10:0.000000,11:0.000000,12:0.001073,13:0.000000,14:0.000121,15:0.000000,16:0.000121,17:0.000000,18:0.000000,19:0.000000,20:0.038639,21:0.000000,22:0.000000,23:0.000121,24:0.000121,25:0.000000,26:0.000000,27:0.028795,28:0.000121,29:0.000121
21362775#0:0.045974,1:0.000238,2:0.000000,3:0.000000,4:0.000238,5:0.000423,6:0.000238,7:0.000238,8:0.000238,9:0.000000,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:0.000238,15:0.000000,16:0.000238,17:0.000466,18:0.000000,19:0.000238,20:0.000000,21:0.000065,22:0.000000,23:0.000238,24:0.000466,25:0.000238,26:0.000000,27:0.000000,28:0.714524,29:0.000238
6659673#0:0.033252,1:0.000000,2:0.000000,3:0.340468,4:0.000000,5:0.022673,6:0.000147,7:0.288045,8:0.000147,9:0.000000,10:0.000147,11:0.000000,12:0.000147,13:0.018274,14:0.000000,15:0.000000,16:0.000000,17:0.027696,18:0.000000,19:0.000147,20:0.000000,21:0.000147,22:0.000117,23:0.029009,24:0.000000,25:0.000000,26:0.000147,27:0.000147,28:0.000147,29:0.104106
47467107#0:0.000189,1:0.000189,2:0.000189,3:0.000189,4:0.000189,5:0.000189,6:0.000189,7:0.125189,8:0.000189,9:0.000189,10:0.000189,11:0.000189,12:0.000189,13:0.000189,14:0.000189,15:0.000189,16:0.869508,17:0.000189,18:0.000189,19:0.000189,20:0.000189,21:0.000189,22:0.000189,23:0.000189,24:0.000189,25:0.000189,26:0.000189,27:0.000189,28:0.000189,29:0.000189
31059048#0:0.076783,1:0.000137,2:0.000137,3:0.000137,4:0.000137,5:0.000126,6:0.030417,7:0.846270,8:0.000000,9:0.000137,10:-0.067976,11:0.000000,12:0.000000,13:0.041797,14:0.081889,15:0.000000,16:0.003613,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.052877,23:0.000000,24:0.000000,25:-0.000045,26:0.000072,27:0.000880,28:0.000000,29:0.000000
26091117#0:0.069215,1:0.138110,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000295,7:0.000000,8:0.000000,9:0.119003,10:0.057013,11:0.026023,12:0.000000,13:0.000148,14:0.113501,15:0.000000,16:0.059846,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.050128,24:0.000000,25:0.000000,26:0.084218,27:0.000148,28:0.000000,29:0.025004
25859182#0:0.000000,1:0.000167,2:0.000167,3:0.000000,4:0.067421,5:0.000000,6:0.000000,7:0.326252,8:0.000167,9:0.002076,10:0.000000,11:0.000000,12:0.000000,13:0.073872,14:0.000000,15:-0.016445,16:0.000167,17:0.000000,18:0.113783,19:0.000000,20:0.000000,21:0.000000,22:0.057716,23:0.000000,24:0.000000,25:0.000000,26:0.146394,27:0.000167,28:0.000000,29:0.000000
45247599#0:0.104999,1:0.000000,2:0.000131,3:0.000131,4:0.000000,5:0.000000,6:0.000131,7:0.000131,8:0.000000,9:0.109103,10:0.011098,11:0.670468,12:0.004064,13:0.000000,14:0.048359,15:0.000000,16:0.000131,17:0.000000,18:0.000000,19:0.026878,20:0.000000,21:0.000131,22:0.050828,23:0.000131,24:0.000131,25:0.000000,26:0.000131,27:0.000131,28:0.000131,29:0.000000
13396584#0:0.398166,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000132,9:0.000000,10:0.146195,11:0.103474,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.074849,17:0.034958,18:0.000000,19:0.000000,20:0.029386,21:0.000000,22:0.026641,23:0.000000,24:0.044726,25:0.000000,26:0.000000,27:0.000132,28:0.000000,29:0.053363
20913783#0:0.090637,1:0.000000,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000176,8:0.000000,9:0.000176,10:0.181184,11:0.000000,12:0.041862,13:0.054116,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.014625,19:0.000176,20:0.065265,21:0.000089,22:0.090758,23:0.000176,24:0.129428,25:0.000000,26:0.000176,27:0.000000,28:0.000000,29:0.000000
6979202#0:0.000182,1:0.000182,2:0.000000,3:0.993512,4:0.027843,5:0.000000,6:0.000000,7:0.000182,8:0.000182,9:0.000182,10:0.000182,11:0.000000,12:0.000000,13:0.000182,14:0.000182,15:0.000182,16:0.000182,17:0.000000,18:0.000000,19:0.000000,20:0.000182,21:0.000000,22:0.000000,23:0.000182,24:0.000182,25:0.000000,26:0.000182,27:0.000000,28:0.000182,29:0.000000
5744772#0:0.000000,1:0.000000,2:0.000000,3:0.000000,4:0.111975,5:0.000000,6:0.000000,7:0.187445,8:0.181648,9:0.000000,10:0.050390,11:0.000061,12:0.000000,13:0.000000,14:0.000216,15:0.042142,16:0.000000,17:0.000000,18:0.000216,19:0.045537,20:0.285015,21:0.000000,22:0.000000,23:0.000000,24:0.028238,25:0.000000,26:0.000216,27:0.000150,28:0.000216,29:0.000216
53674887#0:0.000117,1:0.000117,2:0.000117,3:0.000117,4:0.000117,5:0.000117,6:0.000117,7:0.000117,8:0.000117,9:0.000117,10:0.294854,11:0.000117,12:0.000117,13:0.000117,14:0.108889,15:0.000117,16:0.000117,17:0.396608,18:0.003626,19:0.000117,20:0.035205,21:0.007135,22:0.147485,23:0.003626,24:0.000117,25:0.000117,26:0.000117,27:0.000117,28:0.000117,29:0.000117
5121670#0:0.028420,1:0.000000,2:0.000000,3:0.000196,4:0.000000,5:0.000000,6:0.000196,7:0.074615,8:0.000196,9:0.069451,10:0.071162,11:0.000000,12:0.000196,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.041036,24:0.000196,25:0.000000,26:0.000000,27:0.000196,28:0.019677,29:0.000196
3441601#0:0.020988,1:0.000501,2:0.000000,3:0.000000,4:0.000000,5:0.000180,6:0.000437,7:0.000180,8:0.000180,9:0.059550,10:0.044694,11:0.658027,12:0.000000,13:0.000000,14:0.022838,15:0.000000,16:0.000180,17:0.000000,18:0.000109,19:0.000389,20:0.000180,21:0.005102,22:0.040526,23:0.000000,24:0.009317,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.001106
2851464#0:0.043980,1:0.886761,2:0.000236,3:0.000236,4:0.000236,5:0.000000,6:0.000000,7:0.000000,8:0.000236,9:0.000236,10:0.000000,11:0.000000,12:0.000000,13:0.000000,14:-0.025140,15:0.000000,16:0.000236,17:0.000236,18:0.000000,19:0.000236,20:0.034367,21:0.000000,22:0.000000,23:0.070025,24:0.000236,25:0.000236,26:0.000000,27:0.000000,28:0.000236,29:0.000338
14442635#0:0.002255,1:0.000000,2:0.000000,3:0.000000,4:0.038775,5:0.000192,6:0.003559,7:0.000192,8:0.119321,9:0.000192,10:0.000000,11:0.000000,12:0.037450,13:0.000192,14:0.000192,15:0.000192,16:0.000192,17:0.000192,18:0.000000,19:0.000000,20:0.000286,21:0.000000,22:0.000192,23:0.265992,24:0.000000,25:0.000000,26:0.041936,27:0.462759,28:0.000000,29:0.000000
53759118#0:0.174042,1:0.000000,2:0.000000,3:0.000000,4:0.003338,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.100133,11:0.085227,12:0.000000,13:0.000000,14:0.003942,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.003811,21:0.000000,22:0.000000,23:0.003265,24:0.057671,25:0.002613,26:0.000000,27:0.000000,28:0.000000,29:0.090223
2801517#0:0.144178,1:0.000000,2:0.000090,3:0.000090,4:0.000090,5:0.000514,6:0.000090,7:0.000000,8:0.000000,9:0.000000,10:0.108349,11:0.003806,12:0.013001,13:0.000000,14:0.006467,15:0.000090,16:0.000000,17:0.035947,18:0.000000,19:0.299792,20:0.000090,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.131748,26:0.000000,27:0.000090,28:0.000090,29:0.208237
16528443#0:0.023118,1:0.000000,2:0.000105,3:0.000105,4:0.017404,5:0.000000,6:0.000000,7:0.000000,8:0.833492,9:0.000105,10:0.000105,11:0.012856,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000639,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000105,28:0.000105,29:0.000000
8064366#0:0.030628,1:0.000141,2:0.000141,3:-0.013667,4:0.000000,5:0.000000,6:0.000000,7:0.136251,8:0.000000,9:0.000000,10:0.191513,11:0.000000,12:0.000000,13:0.000000,14:0.000141,15:0.000000,16:0.000000,17:0.000000,18:0.093444,19:0.000141,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.041495,27:0.000141,28:0.000141,29:0.000000
5613718#0:0.028943,1:0.000000,2:0.000007,3:0.000007,4:0.000000,5:0.000007,6:0.000007,7:0.000007,8:0.000000,9:0.071273,10:0.023148,11:0.000000,12:0.954363,13:0.000000,14:0.027449,15:0.000007,16:0.000342,17:0.044913,18:0.000000,19:0.000007,20:0.000007,21:0.000007,22:0.000007,23:0.000000,24:0.000000,25:0.000007,26:0.000007,27:0.000007,28:0.005624,29:0.000208
50281623#0:0.049210,1:0.034361,2:0.000000,3:0.000000,4:0.032939,5:0.000000,6:0.000000,7:0.031928,8:0.000000,9:-0.021287,10:0.204471,11:0.085665,12:0.000000,13:0.026509,14:0.019780,15:0.000000,16:0.037623,17:0.000105,18:0.000000,19:0.063929,20:0.000000,21:0.000000,22:0.018832,23:0.000276,24:0.071558,25:0.052671,26:0.000000,27:0.000000,28:0.000120,29:0.083668
5024921#0:0.045118,1:0.000367,2:0.000000,3:0.000000,4:0.000000,5:0.026004,6:0.035449,7:0.000000,8:0.000148,9:0.000148,10:0.030537,11:0.000148,12:0.000000,13:0.000370,14:0.000000,15:0.000000,16:0.040786,17:0.000000,18:0.000000,19:0.000000,20:0.570970,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000148,27:0.000000,28:0.000000,29:0.000000
42989217#0:0.000192,1:0.000192,2:0.000000,3:0.000000,4:0.000192,5:0.000192,6:0.000192,7:0.000000,8:0.000192,9:0.000000,10:0.000192,11:0.000000,12:0.000192,13:0.000000,14:0.000192,15:0.000192,16:0.000192,17:0.911304,18:0.000000,19:0.000192,20:0.000192,21:0.000000,22:0.000192,23:0.000192,24:0.000192,25:0.000192,26:0.000000,27:0.000192,28:0.000192,29:0.000000
13407515#0:0.062681,1:0.033769,2:0.000000,3:0.000000,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000000,10:0.000337,11:0.000376,12:0.000000,13:0.000000,14:0.025140,15:0.002672,16:0.000376,17:0.000452,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000000
11075748#0:0.000050,1:0.000000,2:0.000131,3:0.000000,4:0.000131,5:0.000131,6:0.000000,7:0.000131,8:0.285442,9:0.000131,10:0.000131,11:0.000131,12:0.097283,13:0.000104,14:0.000060,15:0.000131,16:0.000131,17:0.000131,18:0.000131,19:0.087879,20:0.000000,21:0.000131,22:0.000000,23:0.048197,24:0.000000,25:0.000000,26:0.000131,27:0.000000,28:0.000131,29:0.000000
34262181#0:0.000295,1:0.000295,2:0.000295,3:0.000295,4:0.000295,5:0.000295,6:0.000295,7:0.000295,8:0.000295,9:0.000295,10:0.000295,11:0.000295,12:0.000295,13:0.000295,14:0.000295,15:0.000295,16:0.000295,17:0.285434,18:0.000000,19:0.039762,20:0.000295,21:0.000295,22:0.000295,23:0.575032,24:0.000295,25:0.000295,26:0.000295,27:0.000000,28:0.000295,29:0.000295
25753254#0:0.034898,1:0.000343,2:0.173292,3:0.170602,4:0.000000,5:0.000000,6:0.000000,7:0.000000,8:0.000343,9:0.039428,10:0.043667,11:0.000000,12:0.000137,13:0.000000,14:0.000000,15:0.000000,16:0.000137,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.062136,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.185891
28415148#0:0.077051,1:0.000000,2:0.000211,3:0.000211,4:0.000000,5:0.000000,6:-0.001668,7:0.000323,8:0.000000,9:0.000211,10:0.060797,11:0.000000,12:0.000211,13:0.000000,14:0.000211,15:0.000211,16:0.000211,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.640142,23:0.000000,24:0.000211,25:0.000211,26:0.000211,27:0.000000,28:0.000000,29:0.000000
51661485#0:0.108965,1:0.000000,2:0.002134,3:0.000141,4:0.000000,5:0.000141,6:0.331391,7:0.000141,8:0.000141,9:0.033309,10:0.000102,11:0.081820,12:0.000000,13:0.017802,14:0.000141,15:0.000141,16:0.000000,17:0.033570,18:0.029824,19:0.000000,20:0.000141,21:0.061452,22:0.297648,23:0.027618,24:0.000102,25:0.000000,26:0.000141,27:0.076789,28:0.000000,29:0.000000
4784814#0:0.036051,1:0.000122,2:0.000122,3:0.000000,4:0.026708,5:0.000000,6:0.000000,7:0.000789,8:0.000000,9:0.010236,10:0.030936,11:0.000000,12:0.000000,13:0.000000,14:0.000122,15:0.000122,16:0.151043,17:0.000053,18:0.001419,19:0.000000,20:0.002865,21:0.000000,22:0.054909,23:0.000000,24:0.006498,25:0.000000,26:0.000000,27:0.000000,28:0.000122,29:0.288359
17495727#0:0.000000,1:0.002457,2:0.000000,3:0.000180,4:0.511822,5:0.000000,6:0.050812,7:0.000180,8:0.186466,9:0.102532,10:0.011092,11:0.000000,12:0.000180,13:0.000180,14:0.010886,15:0.000180,16:0.018955,17:0.000000,18:0.000000,19:0.100355,20:0.000000,21:0.000180,22:0.021716,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000000,28:0.002028,29:0.000000
46926513#0:0.000000,1:0.000597,2:0.000639,3:0.000000,4:0.000597,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000857,10:0.131322,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000597,16:0.000096,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.017026,22:0.000000,23:0.000597,24:0.000000,25:-0.000175,26:0.000000,27:0.000000,28:0.000000,29:0.122533
26875581#0:0.043958,1:0.000000,2:0.000146,3:0.000547,4:0.000000,5:0.000000,6:0.024311,7:0.000146,8:0.034962,9:0.000000,10:0.213580,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000146,16:0.102465,17:0.000000,18:0.000000,19:0.000000,20:0.000000,21:0.000000,22:0.032825,23:0.000000,24:0.000146,25:0.000000,26:0.000000,27:0.000000,28:0.000000,29:0.000000
41967990#0:0.045170,1:0.451932,2:0.000147,3:0.000000,4:0.031618,5:0.000000,6:0.000000,7:0.000147,8:0.014137,9:0.000147,10:0.024096,11:-0.000255,12:0.000000,13:0.000000,14:0.000000,15:0.000147,16:0.000000,17:0.000000,18:0.000000,19:0.000147,20:0.000000,21:0.000000,22:0.009108,23:0.148383,24:0.021537,25:0.000000,26:0.000000,27:0.000000,28:0.000147,29:0.000000
48563910#0:0.000000,1:0.000175,2:0.000175,3:0.000000,4:0.196760,5:0.742904,6:0.000175,7:0.040381,8:0.000175,9:0.000000,10:0.112409,11:0.032471,12:0.000000,13:0.000175,14:0.040649,15:0.000330,16:0.000175,17:0.000175,18:0.000000,19:0.000175,20:0.000000,21:0.000000,22:0.043547,23:0.000000,24:0.120056,25:0.000000,26:0.000175,27:0.000175,28:0.000000,29:0.000175
5186249#0:0.103123,1:0.000000,2:0.000000,3:0.423854,4:0.033912,5:0.021558,6:0.000000,7:0.028681,8:0.000149,9:0.002589,10:0.044545,11:0.007939,12:0.000000,13:0.000000,14:0.000149,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.047072,21:0.000000,22:0.031643,23:0.000000,24:0.000000,25:0.062315,26:0.025789,27:0.000000,28:0.000000,29:0.000000
40045770#0:0.038022,1:0.000000,2:0.000000,3:0.000000,4:0.019449,5:0.000000,6:0.137835,7:0.000000,8:0.031682,9:0.000000,10:0.334477,11:0.000000,12:0.000000,13:0.000000,14:0.000000,15:0.000000,16:0.000000,17:0.000000,18:0.000000,19:0.000000,20:0.092285,21:0.000000,22:0.001117,23:0.013308,24:0.000000,25:0.000141,26:0.019161,27:0.000000,28:0.000000,29:0.002864
21633741#0:0.033555,1:0.000092,2:0.185532,3:0.000000,4:0.006306,5:0.000000,6:0.000000,7:0.000000,8:0.000000,9:0.000092,10:0.345239,11:0.000000,12:0.000000,13:0.000092,14:0.000000,15:0.023600,16:0.142949,17:0.000092,18:0.000000,19:0.130604,20:0.000000,21:0.000000,22:0.000000,23:0.000000,24:0.000092,25:0.000000,26:0.003063,27:-0.000010,28:0.000000,29:0.000000
5102797#0:0.043290,1:0.000181,2:0.009520,3:0.733756,4:0.000000,5:0.000000,6:0.000000,7:0.001039,8:0.000181,9:0.000181,10:0.000806,11:0.000000,12:0.000181,13:0.000181,14:0.000000,15:0.000000,16:0.000181,17:0.000191,18:0.000181,19:0.000000,20:0.000181,21:0.000000,22:0.000000,23:0.000000,24:0.000181,25:0.000181,26:0.036163,27:0.000181,28:0.000000,29:0.097140
6977744#0:0.000000,1:0.000000,2:0.000000,3:0.363229,4:0.000000,5:0.000195,6:0.000000,7:0.000000,8:0.000195,9:0.000000,10:0.000195,11:0.000000,12:0.000195,13:0.000000,14:0.000195,15:0.000000,16:0.000195,17:0.027881,18:0.000000,19:0.000195,20:0.000195,21:0.000000,22:0.038127,23:0.000000,24:0.000000,25:0.000000,26:0.000000,27:0.000195,28:0.000195,29:0.000000
